customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,tenure_bucket,num_services,avg_charge_per_service,charge_to_tenure_ratio,is_month_to_month,has_internet,senior_and_alone
7682-AZNDK,Male,0,Yes,Yes,34,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,89.85,3091.75,2-4yr,3,22.4625,90.93382352941177,1,1,0
0587-DMGBH,Female,0,No,No,8,Month-to-month,Yes,Electronic check,Yes,Yes,No,DSL,Yes,No,No,No,No,No,49.85,365.55,0-1yr,1,24.925,45.69375,1,1,0
5384-ZTTWP,Female,0,Yes,Yes,15,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,272.95,1-2yr,0,19.8,18.196666666666665,1,0,0
3745-HRPHI,Male,0,Yes,Yes,66,Two year,No,Bank transfer (automatic),No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,54.65,3632.0,4yr+,4,10.93,55.03030303030303,0,1,0
7636-OWBPG,Male,1,No,No,12,Month-to-month,Yes,Credit card (automatic),No,No,No phone service,DSL,No,Yes,No,No,No,No,29.35,381.2,0-1yr,1,14.675,31.766666666666666,1,1,1
1231-YNDEK,Male,0,No,No,58,Two year,Yes,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.15,1035.5,4yr+,0,19.15,17.853448275862068,0,0,0
1407-DIGZV,Female,0,Yes,Yes,3,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.1,52.0,0-1yr,0,19.1,17.333333333333332,0,0,0
6397-JNZZG,Female,1,Yes,No,43,Month-to-month,No,Credit card (automatic),Yes,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,55.55,2342.2,2-4yr,4,11.11,54.46976744186046,1,1,0
0570-BFQHT,Female,0,No,No,9,Month-to-month,No,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,80.55,653.9,0-1yr,2,26.849999999999998,72.65555555555555,1,1,0
4393-OBCRR,Female,0,No,No,3,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,71.2,0-1yr,0,20.25,23.733333333333334,0,0,0
3523-QRQLL,Female,0,Yes,Yes,22,One year,Yes,Bank transfer (automatic),Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,69.5,1498.2,1-2yr,3,17.375,68.10000000000001,0,1,0
8564-LDKFL,Male,0,Yes,No,40,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,106.0,4178.65,2-4yr,4,21.2,104.46624999999999,0,1,0
3696-DFHHB,Female,0,No,No,68,Two year,No,Bank transfer (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.5,1821.8,4yr+,0,25.5,26.791176470588233,0,0,0
0895-DQHEW,Male,0,Yes,No,54,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.3,5278.15,4yr+,4,20.86,97.74351851851851,1,1,0
4717-GHADL,Female,0,No,No,50,Two year,Yes,Mailed check,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,79.6,4024.2,4yr+,4,15.919999999999998,80.484,0,1,0
5501-TVMGM,Male,0,No,No,1,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,No,No,No,No,No,Yes,55.25,55.25,0-1yr,1,27.625,55.25,1,1,0
5879-HMFFH,Female,0,Yes,No,72,Two year,No,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,88.05,6520.8,4yr+,6,12.578571428571427,90.56666666666666,0,1,0
6772-WFQRD,Male,0,No,Yes,40,One year,Yes,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,854.9,2-4yr,0,20.4,21.3725,0,0,0
3810-DVDQQ,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,117.6,8308.9,4yr+,6,16.8,115.40138888888889,0,1,0
6972-SNKKW,Female,0,No,No,6,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,109.2,0-1yr,0,20.0,18.2,1,0,0
3694-GLTJM,Female,0,No,No,5,Month-to-month,Yes,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,92.05,0-1yr,0,19.65,18.41,1,0,0
8550-XSXUQ,Male,0,Yes,No,48,One year,Yes,Credit card (automatic),No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,70.55,3420.5,2-4yr,3,17.6375,71.26041666666667,0,1,0
8149-RSOUN,Female,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,93.85,93.85,0-1yr,2,31.28333333333333,93.85,1,1,0
9055-MOJJJ,Female,0,Yes,Yes,64,One year,No,Mailed check,No,Yes,No,DSL,Yes,No,No,Yes,Yes,No,65.8,4068.0,4yr+,3,16.45,63.5625,0,1,0
4359-INNWN,Female,0,No,No,17,One year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,337.9,1-2yr,0,20.05,19.876470588235293,0,0,0
0585-EGDDA,Male,0,Yes,No,40,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,80.0,3168.75,2-4yr,2,26.666666666666668,79.21875,1,1,0
4032-RMHCI,Female,0,Yes,Yes,41,One year,No,Credit card (automatic),No,No,No phone service,DSL,Yes,No,Yes,No,No,No,35.4,1412.4,2-4yr,2,11.799999999999999,34.44878048780488,0,1,0
0549-CYCQN,Male,1,No,No,51,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,79.6,3974.7,4yr+,1,39.8,77.93529411764706,0,1,1
3481-JHUZH,Male,0,Yes,No,41,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.25,3439.0,2-4yr,1,40.125,83.8780487804878,1,1,0
7250-EQKIY,Female,0,Yes,Yes,1,Month-to-month,No,Mailed check,Yes,Yes,No,DSL,No,No,Yes,No,No,No,50.45,50.45,0-1yr,1,25.225,50.45,1,1,0
3594-IVHJZ,Female,0,No,No,2,Month-to-month,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,42.45,0-1yr,0,20.45,21.225,1,0,0
6869-FGJJC,Male,0,No,No,68,One year,No,Credit card (automatic),No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,79.6,5461.45,4yr+,2,26.53333333333333,80.31544117647059,0,1,0
3896-ZVNET,Female,0,Yes,Yes,24,Two year,No,Mailed check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.7,571.75,1-2yr,0,24.7,23.822916666666668,0,0,0
8205-VSLRB,Male,0,Yes,No,70,Two year,No,Credit card (automatic),No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,77.3,5498.2,4yr+,4,15.459999999999999,78.54571428571428,0,1,0
5960-MVTUK,Male,0,No,No,3,Month-to-month,Yes,Electronic check,No,No,No phone service,DSL,No,No,No,Yes,No,No,29.75,96.85,0-1yr,1,14.875,32.28333333333333,1,1,0
6817-WTYHE,Male,0,No,No,2,Month-to-month,No,Bank transfer (automatic),No,Yes,No,DSL,No,No,No,No,No,No,44.9,111.05,0-1yr,0,44.9,55.525,1,1,0
3082-VQXNH,Male,0,Yes,No,3,Month-to-month,No,Credit card (automatic),No,No,No phone service,DSL,No,Yes,No,No,No,No,29.8,94.4,0-1yr,1,14.9,31.46666666666667,1,1,0
4013-UBXWQ,Female,0,No,No,7,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,74.65,521.1,0-1yr,3,18.6625,74.44285714285715,1,1,0
4931-TRZWN,Female,0,No,No,13,Month-to-month,Yes,Electronic check,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,71.95,923.85,1-2yr,3,17.9875,71.06538461538462,1,1,0
0750-EKNGL,Male,0,No,No,7,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.75,141.1,0-1yr,0,20.75,20.157142857142855,1,0,0
7669-LCRSD,Male,0,Yes,Yes,12,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,No,No,No,No,Yes,No,56.3,628.65,0-1yr,1,28.15,52.387499999999996,1,1,0
3567-PQTSO,Male,0,Yes,Yes,53,One year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.25,5576.3,4yr+,4,21.05,105.21320754716982,0,1,0
5519-NPHVG,Female,0,No,No,12,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.2,1046.1,0-1yr,2,31.400000000000002,87.175,1,1,0
8043-PNYSD,Male,0,Yes,Yes,63,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.55,1245.6,4yr+,0,19.55,19.77142857142857,0,0,0
9938-EKRGF,Female,0,No,No,15,Month-to-month,No,Mailed check,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,84.45,1287.85,1-2yr,6,12.064285714285715,85.85666666666665,1,1,0
2703-AMTUL,Male,0,Yes,Yes,36,One year,No,Mailed check,No,Yes,No,DSL,Yes,Yes,No,No,No,No,53.65,1939.35,2-4yr,2,17.883333333333333,53.87083333333333,0,1,0
0928-JMXNP,Male,1,Yes,No,4,Month-to-month,Yes,Electronic check,No,No,No phone service,DSL,No,No,Yes,No,No,No,29.9,118.25,0-1yr,1,14.95,29.5625,1,1,0
8173-RXAYP,Female,0,Yes,Yes,24,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.7,452.55,1-2yr,0,19.7,18.85625,0,0,0
4825-XJGDM,Female,0,No,No,61,One year,No,Credit card (automatic),No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,43.7,2696.55,4yr+,4,8.74,44.205737704918036,0,1,0
5402-HTOTQ,Male,0,No,No,16,Month-to-month,No,Electronic check,No,Yes,Yes,DSL,No,Yes,No,No,No,No,55.3,875.35,1-2yr,1,27.65,54.709375,1,1,0
6734-JDTTV,Male,0,Yes,Yes,65,Two year,Yes,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.85,1267.05,4yr+,0,19.85,19.493076923076924,0,0,0
7850-THJMU,Female,0,Yes,Yes,26,Two year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,494.9,2-4yr,0,19.65,19.034615384615385,0,0,0
3890-RTCMS,Male,0,No,No,16,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,No,No,No,Yes,No,No,49.45,799.0,1-2yr,1,24.725,49.9375,1,1,0
8849-GYOKR,Female,0,Yes,No,54,One year,No,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.55,5763.3,4yr+,4,21.31,106.72777777777777,0,1,0
3148-BLQJT,Male,0,No,No,1,Month-to-month,No,Mailed check,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,20.1,0-1yr,0,20.1,20.1,1,0,0
3717-FDJFU,Male,0,No,Yes,5,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,106.9,0-1yr,0,20.45,21.380000000000003,0,0,0
3665-JATSN,Female,0,No,No,19,Month-to-month,Yes,Electronic check,No,No,No phone service,DSL,No,Yes,No,No,No,Yes,39.7,710.05,1-2yr,2,13.233333333333334,37.37105263157895,1,1,0
7966-YOTQW,Male,0,No,No,10,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,DSL,Yes,No,No,No,No,No,54.5,568.2,0-1yr,1,27.25,56.82000000000001,1,1,0
0461-CVKMU,Female,0,Yes,Yes,23,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,83.8,1900.25,1-2yr,3,20.95,82.6195652173913,1,1,0
8806-EAGWC,Male,0,No,No,3,Month-to-month,No,Mailed check,Yes,Yes,No,DSL,No,No,No,No,Yes,No,55.15,159.15,0-1yr,1,27.575,53.050000000000004,1,1,0
8853-TZDGH,Female,0,No,No,72,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,111.6,8012.75,4yr+,5,18.599999999999998,111.28819444444444,0,1,0
7779-LGOVN,Male,1,Yes,No,10,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,86.65,856.65,0-1yr,1,43.325,85.66499999999999,1,1,0
4324-BZCKL,Female,0,Yes,Yes,10,Month-to-month,Yes,Mailed check,No,Yes,No,DSL,No,Yes,Yes,No,No,No,55.55,551.3,0-1yr,2,18.516666666666666,55.129999999999995,1,1,0
6924-TDGMT,Male,0,Yes,No,11,One year,Yes,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.55,184.95,0-1yr,0,20.55,16.813636363636363,0,0,0
9710-ZUSHQ,Female,1,No,No,37,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,106.75,4056.75,2-4yr,4,21.35,109.64189189189189,1,1,1
1536-YHDOE,Male,0,Yes,Yes,17,One year,Yes,Mailed check,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,62.1,1096.65,1-2yr,2,20.7,64.50882352941177,0,1,0
8123-QBNAZ,Female,0,Yes,Yes,36,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,104.5,3684.95,2-4yr,4,20.9,102.35972222222222,1,1,0
3629-ZNKXA,Male,1,No,No,17,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,101.8,1752.45,1-2yr,4,20.36,103.08529411764707,1,1,1
4827-LTQRJ,Female,1,Yes,Yes,66,One year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,110.6,7210.85,4yr+,5,18.433333333333334,109.25530303030304,0,1,0
7711-YIJWC,Male,0,Yes,Yes,61,One year,No,Bank transfer (automatic),No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,84.9,5264.5,4yr+,6,12.12857142857143,86.30327868852459,0,1,0
5482-VXSXJ,Male,0,No,No,22,Month-to-month,Yes,Mailed check,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,93.2,2157.3,1-2yr,3,23.3,98.05909090909091,1,1,0
7365-BVCJH,Male,0,No,No,1,Month-to-month,Yes,Electronic check,No,No,No phone service,DSL,No,No,No,No,No,No,24.4,24.4,0-1yr,0,24.4,24.4,1,1,0
9620-ENEJV,Female,0,No,No,6,Month-to-month,No,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No,No,No,No,70.55,433.95,0-1yr,0,70.55,72.325,1,1,0
4183-WCSEP,Male,0,No,No,31,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,78.45,2435.15,2-4yr,2,26.150000000000002,78.55322580645162,1,1,0
2378-YIZKA,Female,0,Yes,Yes,68,Two year,Yes,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,85.0,5607.75,4yr+,6,12.142857142857142,82.46691176470588,0,1,0
5498-TXHLF,Female,0,Yes,Yes,34,Month-to-month,No,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,87.45,2874.15,2-4yr,2,29.150000000000002,84.53382352941176,1,1,0
0689-DSXGL,Female,0,Yes,Yes,52,Month-to-month,No,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,85.8,4433.3,4yr+,3,21.45,85.25576923076923,1,1,0
6818-DJXAA,Female,0,No,Yes,10,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,91.1,964.35,0-1yr,3,22.775,96.435,1,1,0
9722-UJOJR,Male,0,Yes,Yes,29,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,70.75,1974.8,2-4yr,0,70.75,68.09655172413792,1,1,0
0464-WJTKO,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,1460.85,4yr+,0,20.1,20.289583333333333,0,0,0
8902-ZEOVF,Male,0,Yes,Yes,47,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,951.55,2-4yr,0,20.05,20.245744680851065,0,0,0
6778-EICRF,Male,0,Yes,Yes,24,One year,No,Mailed check,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,74.8,1821.2,1-2yr,3,18.7,75.88333333333334,0,1,0
2662-NNTDK,Male,0,No,No,65,One year,No,Credit card (automatic),No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.8,1600.95,4yr+,0,24.8,24.63,0,0,0
4132-KALRO,Female,0,No,No,4,Month-to-month,Yes,Mailed check,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,100.85,399.25,0-1yr,3,25.2125,99.8125,1,1,0
3902-FOIGH,Male,1,Yes,No,12,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,101.35,1218.55,0-1yr,3,25.3375,101.54583333333333,1,1,0
6772-KSATR,Male,0,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,81.7,81.7,0-1yr,1,40.85,81.7,1,1,0
7112-OPOTK,Male,0,No,No,33,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,68.25,2171.15,2-4yr,0,68.25,65.79242424242425,1,1,0
2874-YXVVA,Female,0,No,No,34,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,105.1,3634.8,2-4yr,5,17.516666666666666,106.90588235294118,1,1,0
1245-HARPS,Female,0,Yes,No,14,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.4,292.4,1-2yr,0,20.4,20.885714285714283,0,0,0
4210-QFJMF,Female,0,No,No,4,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,79.15,317.25,0-1yr,1,39.575,79.3125,1,1,0
4323-ELYYB,Male,0,Yes,Yes,13,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.0,218.55,1-2yr,0,20.0,16.81153846153846,0,0,0
4293-ETKAP,Female,0,Yes,Yes,65,Two year,Yes,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,79.4,5071.9,4yr+,4,15.88,78.02923076923076,0,1,0
6064-PUPMC,Male,0,Yes,Yes,23,One year,No,Credit card (automatic),No,Yes,No,DSL,Yes,No,No,Yes,No,No,57.2,1423.35,1-2yr,2,19.066666666666666,61.88478260869565,0,1,0
6504-VBLFL,Male,0,Yes,No,55,Two year,No,Electronic check,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,58.6,3068.6,4yr+,3,14.65,55.79272727272727,0,1,0
6322-PJJDJ,Male,0,Yes,No,49,Two year,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,94.8,4690.65,4yr+,3,23.7,95.72755102040816,0,1,0
0330-BGYZE,Male,0,Yes,No,60,One year,No,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,102.5,6157.6,4yr+,4,20.5,102.62666666666668,0,1,0
1085-LDWAM,Female,0,Yes,Yes,69,One year,Yes,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,1442.65,4yr+,0,20.35,20.907971014492755,0,0,0
7586-ZATGZ,Male,0,No,No,40,Month-to-month,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,84.9,3369.05,2-4yr,1,42.45,84.22625000000001,1,1,0
7197-VOJMM,Male,0,Yes,No,67,Two year,Yes,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,69.2,4671.65,4yr+,4,13.84,69.72611940298506,0,1,0
3318-OSATS,Male,1,No,No,35,Month-to-month,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.45,3474.05,2-4yr,2,31.816666666666666,99.25857142857143,1,1,1
5828-AVIPD,Male,0,Yes,Yes,19,One year,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,100.95,1875.55,1-2yr,3,25.2375,98.71315789473684,0,1,0
1843-TLSGD,Female,0,Yes,Yes,13,Two year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.85,272.35,1-2yr,0,20.85,20.950000000000003,0,0,0
9626-VFRGG,Female,0,No,Yes,41,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,88.5,3645.05,2-4yr,2,29.5,88.90365853658537,1,1,0
7075-BNDVQ,Female,0,No,No,4,Month-to-month,No,Mailed check,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,35.0,135.75,0-1yr,2,11.666666666666666,33.9375,1,1,0
9143-CANJF,Female,0,Yes,Yes,24,Month-to-month,No,Electronic check,No,Yes,No,DSL,Yes,No,No,Yes,No,No,55.15,1319.85,1-2yr,2,18.383333333333333,54.99375,1,1,0
7284-BUYEC,Female,0,No,No,5,Month-to-month,Yes,Credit card (automatic),No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,50.95,229.4,0-1yr,3,12.7375,45.88,1,1,0
2041-JIJCI,Female,0,No,No,5,Month-to-month,Yes,Electronic check,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,64.0,370.25,0-1yr,2,21.333333333333332,74.05,1,1,0
1086-LXKFY,Female,0,Yes,Yes,1,Month-to-month,Yes,Mailed check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,69.1,69.1,0-1yr,0,69.1,69.1,1,1,0
4900-MSOMT,Female,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,80.2,5714.2,4yr+,5,13.366666666666667,79.36388888888888,0,1,0
2229-VWQJH,Female,0,No,No,24,Month-to-month,Yes,Credit card (automatic),No,Yes,No,DSL,No,No,Yes,No,No,No,49.3,1233.25,1-2yr,1,24.65,51.385416666666664,1,1,0
9194-GFVOI,Female,0,Yes,No,42,Two year,No,Credit card (automatic),No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,84.35,3571.6,2-4yr,5,14.058333333333332,85.03809523809524,0,1,0
1336-EZFZY,Female,0,No,No,4,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.05,83.3,0-1yr,0,20.05,20.825,1,0,0
4282-MSACW,Male,0,No,No,68,One year,Yes,Credit card (automatic),No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,117.2,8035.95,4yr+,6,16.742857142857144,118.17573529411764,0,1,0
1403-LKLIK,Female,0,Yes,Yes,33,One year,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,579.4,2-4yr,0,20.1,17.55757575757576,0,0,0
2636-ALXXZ,Female,1,No,No,1,Month-to-month,Yes,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,69.6,69.6,0-1yr,0,69.6,69.6,1,1,1
7774-OJSXI,Male,0,No,No,31,One year,Yes,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.45,3066.45,2-4yr,4,20.69,98.91774193548386,0,1,0
7786-WBJYI,Female,0,No,No,4,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,77.95,305.55,0-1yr,1,38.975,76.3875,1,1,0
0136-IFMYD,Male,1,Yes,No,69,Two year,Yes,Electronic check,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.95,7634.25,4yr+,5,18.325,110.6413043478261,0,1,0
5144-TVGLP,Male,1,No,No,38,Month-to-month,No,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.75,3653.0,2-4yr,2,31.583333333333332,96.13157894736842,1,1,1
9643-AVVWI,Female,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,80.0,241.3,0-1yr,2,26.666666666666668,80.43333333333334,1,1,0
0253-ZTEOB,Female,0,Yes,Yes,48,Two year,No,Electronic check,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,79.65,3870.3,2-4yr,4,15.930000000000001,80.63125000000001,0,1,0
2706-QZIHY,Female,0,Yes,No,15,Two year,No,Mailed check,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.2,387.9,1-2yr,0,25.2,25.86,0,0,0
6061-PQHMK,Female,0,No,No,25,One year,No,Credit card (automatic),No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,527.5,2-4yr,0,19.9,21.1,0,0,0
9885-CSMWE,Female,1,No,No,1,Month-to-month,No,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,78.45,78.45,0-1yr,1,39.225,78.45,1,1,1
6137-MFAJN,Female,0,No,No,48,Month-to-month,Yes,Electronic check,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,44.8,2104.55,2-4yr,3,11.2,43.84479166666667,1,1,0
9122-UMROB,Male,0,No,No,1,Month-to-month,No,Mailed check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.3,20.3,0-1yr,0,20.3,20.3,1,0,0
4232-JGKIY,Male,0,No,No,1,Month-to-month,No,Electronic check,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.2,19.2,0-1yr,0,19.2,19.2,1,0,0
2402-TAIRZ,Female,0,No,No,37,One year,No,Electronic check,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,80.05,3019.1,2-4yr,2,26.683333333333334,81.59729729729729,0,1,0
9659-ZTWSM,Male,1,Yes,No,66,One year,Yes,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,107.35,7051.95,4yr+,5,17.891666666666666,106.84772727272727,0,1,0
